,review_clean,Word_Count,review_rating,review_datetime_utc
1636,sad that converting prepaid load to gcash is not availablehoping that it will be back soon,16,3,2017-04-14T04:43:31.000Z
1637,please fix your paypal linking,5,3,2017-04-14T08:48:01.000Z
1638,super love the updates easier to load my families even if they use other network,15,5,2017-04-15T04:25:43.000Z
1642,i think this is useful,5,5,2017-04-16T13:43:38.000Z
1644,the only thing globe i like is there net good conectservices very very poortsk tsk,15,1,2017-04-17T03:51:57.000Z
1648,i cant register to the app pls fix it and i will give 5 star,15,1,2017-04-19T08:20:04.000Z
1649,please bring back load to gcash services,7,1,2017-04-19T10:08:09.000Z
1650,very helpful in my online transactions very good job globe  i just wish that u return the load to gcash transaction ,21,5,2017-04-19T15:48:50.000Z
1654,pakibalik po yung load to gcash service nyo please,9,1,2017-04-20T13:57:52.000Z
1656,im just trying to use this if its really good aapps,11,5,2017-04-21T10:20:20.000Z
1659,everything is ok except for one important thing and one of the reasons i loved this app before its upgrade is the online payment its not working now on my various phones please check it out it thanks,38,3,2017-04-22T11:39:04.000Z
1661,i cant verify my account to use paypal please help,10,1,2017-04-23T04:55:30.000Z
1662,i dont know how to usw,6,3,2017-04-23T05:03:07.000Z
1664,putang ina ds app is a hell waste of time and money and theres no live agent in 2882,19,1,2017-04-24T09:15:55.000Z
1665,minsan yung pagload mageerror tapos maya maya papasok din nadodoble load na nasesend rugi nigosho,15,4,2017-04-24T09:29:06.000Z
1666,bring back the old version,5,1,2017-04-24T15:17:34.000Z
1667,i like these apps very muchit easy to use and very exciting,12,5,2017-04-25T06:53:57.000Z
1668,i already stated i trust confident using this app,9,5,2017-04-26T00:07:05.000Z
1670,ibalik niyo si load to gcash please ,7,3,2017-04-26T10:41:38.000Z
1671,i love using it,4,5,2017-04-26T11:57:31.000Z
1672,may saving account kana  may eloading business kpa   no hassle to cash in ang cash out  bitlyfreep50gcash ilovethewayyoupay,18,5,2017-04-26T18:54:20.000Z
1675,i love the new update where no need to use the sim just wifi and youre good to go very accessible and fast transaction i recommend this to all my friends thanks gcash,33,5,2017-04-27T02:05:17.000Z
1678,its okay i love this app,6,5,2017-04-27T08:22:25.000Z
1680,please include load to gcash again para d msyadong hassle pag mag cash in,14,3,2017-04-27T17:13:41.000Z
1681,this app sucks been dealing with their customer service for months now trying to link my paypal account with this crap but they could not do it because of my name suffix which paypal said it should be fine because they only have 3 fields to fill upon sign up still getting nowhere with globe always crap,57,1,2017-04-27T23:32:13.000Z
1682,i dont know what going on,6,4,2017-04-28T04:03:54.000Z
1684,thank you gcash i already received my 50 pesos from joining your promo,13,4,2017-04-28T15:00:56.000Z
1687,great and very usefulthanks gcash,5,5,2017-04-29T04:17:35.000Z
1688,please bring back the load to cash feature,8,1,2017-04-29T07:48:38.000Z
1689,just registered para lang sa paypal but hindi makaconnect 2 numbers na ginamit ko wala padin i called paypal they said wala daw problema naka link naman sa preapproved payments tried going the globe shop ok na daw pag uwi ko wala padin tawag ako sa gcash need daw 100 pesos to link with paypal eh wala naman instruction na ganun paikot ikot na ako wala padin hirap,68,1,2017-04-29T10:27:00.000Z
1690,how come it wont take my mobile number and keep saying its invalid but if i use 143 everything works fine please fix this latest update still doesnt want to accept my number,33,1,2017-04-29T11:46:55.000Z
1691,new updation pero hindi parin magamit ang bills payment gcash paki ayos nmn agad toh monthly dues ko kc nkasalalay sa gcash,22,1,2017-04-29T14:57:41.000Z
1692,il give you what i think this is a terrible app i am registering when i set my mpin stupid mpin it said oops theres seems to be a problem p fix this,33,1,2017-04-29T18:19:35.000Z
1693,it keep doing 64 but im in the us and that is a 1 have to fix this,18,1,2017-04-30T06:50:18.000Z
1696,prepair load to gcash is no longer available we might consider doing business with gcash again once this feature will be back,22,1,2017-05-01T07:03:10.000Z
1702,to all filipino citizens i would not recommend this app  the main feature of this ap is already removed prepaid load to gcash this is pretty much 100 useless app now dont bother to waste your time with globobo services it will just give you an head ache im 100 sure of that it will just make your life more complicated  gcash is trash i suggest change to paymaya or smart services dont even try to test them just like i said gcash is trash,85,1,2017-05-05T13:56:12.000Z
1703,cant register haha watta nc service i know this apk will not giving attention to this message i dont want to install this apk anymore,25,5,2017-05-05T14:40:58.000Z
1704,sana po malagyan nyu rin po ng abs cbn at cherry sim ang list ng gcash load salamat po para pang business talaga sya salamat po,26,4,2017-05-06T06:06:41.000Z
1705,pls fix the cash in thru paypal option the currency selection is not appearing so when i just input the amout i want to cash in it will error pls fix this asap thanks,34,2,2017-05-06T07:20:52.000Z
1710,how can i convert my cellphone load to gcash,9,3,2017-05-09T06:42:02.000Z
1711,delayed transaction especially when you need it the most,9,1,2017-05-09T16:38:35.000Z
1713,everytime i register and put a pin they say please try again please fix it,15,1,2017-05-10T02:11:15.000Z
1714,useful iys very useful,4,4,2017-05-10T15:33:46.000Z
1715,pleasebring back the prepaid load to gcash servicesthank you,9,1,2017-05-10T15:47:31.000Z
1718,integrated with beep and convertinh prepaid load to gcash is what i want the most,15,5,2017-05-11T09:00:40.000Z
1720,bring back convert load to cash thats the reason why ive signed up for this,15,3,2017-05-11T13:05:39.000Z
1721,great design except the paypal linking option isnt working,9,3,2017-05-11T17:21:45.000Z
1722,test first before grabing,4,3,2017-05-12T00:29:34.000Z
1724,bring back prepaid load to gcash  ill give you a 5star gggrrr,12,1,2017-05-12T04:01:23.000Z
1725,invalid your face and family,5,1,2017-05-12T04:27:39.000Z
1726,prepaid load to gcash pls,5,1,2017-05-12T14:37:40.000Z
1728,please stop claiming with gcash the life will be easy and convinients its totally opposite you better close ths app espeacially customer hotline 2882 it doesnt help sucks,28,2,2017-05-12T19:09:00.000Z
1729,globe gcash kelan mo ba ibalik load to gcash if not you better erase this app on playstore just a waste of time and data like your trash grewards app aw what can we expect for such a greedy money eatiny business you never care to your subscribers like the call center agents of globe stupid and arrogant,58,1,2017-05-13T00:40:54.000Z
1730,hassle method already linked my paypal but needed to link again to transfer funds,14,1,2017-05-13T05:03:23.000Z
1731,why i cant cash in through paypal i already linked my gcash to paypal,14,1,2017-05-13T07:29:00.000Z
1732,problem with linking to paypal seems like paypal isnt recognizing gcash so paypal is automatically deactivating the preapproved payment fix it please,22,1,2017-05-13T10:04:22.000Z
1734,useless even if youre kyced already cash in wont work ive been trying to cash in some funds but gcash wont let me logged out logged back in uninstall install unlink relink but still not working ive called everyone there is to call but no use ive exhausted everything but this app is such a waste of time i been doing this for hours then i realized it consumed almost my whole day and still not able to cash in my day became so unproductive because of this app its useless very useless,93,1,2017-05-14T13:56:50.000Z
1736,cant link paypal here ive tried 7 times linking my paypal account here but i didnt received any confirmation nor does it confirm,23,1,2017-05-15T05:10:48.000Z
1738,paypal to gcash cashin has been unavailable since 10th of may i contacted the gcash hotline last 12th of may and they said that the problem is with paypal and theres no expected turnaround time i still gave them a good review afterwards eventhough the problem isnt sorted out yet because i understand that it isnt globes fault 14th of may i tried linking my paypal to gcash again and it went through however everytime i click cashin it says that i need to link my paypal acct eventhough i already did i contacted paypal to listen to their side and they said that the integration for preapproved payments to gexchange has already been sorted so now the problem is with globe im really disappointed that its taking so long to sort this issue the only reason why i used gcash and even took out a mastercard with globe is because i get paid by clients thru paypal and gcash is the most convenient way of withdrawing those funds now i have all the funds in paypal without being able to withdraw it and im losing freelancers since i am unable to pay them this is really bad for business as soon as i find something else that offers similar service ill cut my ties with globe and get rid of gcash my 50mbps internet subscription and wont renew my postpaid plan anymore i am sick and tired of dealing with a company that promotes nothing but headache to consumers i am so done with globe,256,1,2017-05-15T20:23:40.000Z
1742,good app for me,4,5,2017-05-16T12:34:20.000Z
1743,i like this app,4,5,2017-05-17T06:59:31.000Z
1744,it should have a prepaid load to gcash conversion,9,2,2017-05-17T11:47:10.000Z
1745,takes ages to process loads,5,1,2017-05-17T12:39:39.000Z
1749,mabait mapagmahal sa anak at asawa,6,5,2017-05-19T04:14:26.000Z
1750,paypal to gcash not working,5,3,2017-05-19T09:47:44.000Z
1752,still no dual sim support but love the new approach its way better and more secure than the old update,20,5,2017-05-19T18:02:15.000Z
1753,paypal cash in does not work ever,7,1,2017-05-19T18:42:16.000Z
1754,i tried to register many times and still its giving me an error,13,1,2017-05-19T22:08:34.000Z
1755,i cant use paypal to gcash its been days ago,10,3,2017-05-20T03:02:54.000Z
1756,most 5 star reviews here are fake ,7,1,2017-05-20T07:50:26.000Z
1760,their service just brought me a lot of pain hassle and inconvenience rather than convenience i have been using gcash for more than two years but now i am ending it due to poor service and faulty system  negatives 1 i do not recommend to use this service for shopping online it will just bring you a lot of hassle due to the following reasons    a creditsrefunds are not automatically added to your account you have to call their hotline for that refund and ask you to fill up and sign a dispute form     b most purchases although the amount has already been deducted from your account are unsuccessful and will just cause you to have problems with your orders online  2 if there are credits or adjustments related to your purchases or subscriptions those adjustments will not reflect to your account automatically therefore you will have to really monitor your transactions happening in your gcash account which i think will just provide me a lot of hassle and additional work  3 buying loads with other networks only work sometimes and not all the time,185,1,2017-05-22T05:54:57.000Z
1762,very good app and useful safe,6,5,2017-05-22T12:26:56.000Z
1766,very helpful and useful,4,5,2017-05-23T08:27:20.000Z
1771,so far so good wala akong masabi  thanks gcash for having this app sana sa next update available na lahat ng mga load denominations sa buy load sa lahat ng network para astig looking forward of this ,37,5,2017-05-24T08:58:08.000Z
1775,should be no charges for encashment,6,1,2017-05-25T00:34:46.000Z
